id,kode_provinsi,nama_provinsi,bps_kode_kabupaten_kota,bps_nama_kabupaten_kota,bps_kode_kecamatan,bps_nama_kecamatan,kemendagri_kode_kecamatan,kemendagri_nama_kecamatan,nama_puskesmas,keterangan,jumlah,satuan,tahun
137,32,JAWA BARAT,3273,KOTA BANDUNG,3273240,SUKAJADI,32.73.07,SUKAJADI,UPT SUKAGALIH,USIA PRODUKTIF,9879,ORANG,2019
138,32,JAWA BARAT,3273,KOTA BANDUNG,3273240,SUKAJADI,32.73.07,SUKAJADI,UPT SUKAGALIH,USIA PRODUKTIF MENDAPAT PELAYANAN KESEHATAN,3243,ORANG,2019
139,32,JAWA BARAT,3273,KOTA BANDUNG,3273020,BABAKAN CIPARAY,32.73.03,BABAKAN CIPARAY,UPT SUKAHAJI,USIA PRODUKTIF,41859,ORANG,2019
140,32,JAWA BARAT,3273,KOTA BANDUNG,3273020,BABAKAN CIPARAY,32.73.03,BABAKAN CIPARAY,UPT SUKAHAJI,USIA PRODUKTIF MENDAPAT PELAYANAN KESEHATAN,5518,ORANG,2019
141,32,JAWA BARAT,3273,KOTA BANDUNG,3273240,SUKAJADI,32.73.07,SUKAJADI,UPT SUKAJADI,USIA PRODUKTIF,50871,ORANG,2019
142,32,JAWA BARAT,3273,KOTA BANDUNG,3273240,SUKAJADI,32.73.07,SUKAJADI,UPT SUKAJADI,USIA PRODUKTIF MENDAPAT PELAYANAN KESEHATAN,7974,ORANG,2019
143,32,JAWA BARAT,3273,KOTA BANDUNG,3273030,BOJONGLOA KALER,32.73.04,BOJONGLOA KALER,UPT SUKAPAKIR,USIA PRODUKTIF,5318,ORANG,2019
144,32,JAWA BARAT,3273,KOTA BANDUNG,3273030,BOJONGLOA KALER,32.73.04,BOJONGLOA KALER,UPT SUKAPAKIR,USIA PRODUKTIF MENDAPAT PELAYANAN KESEHATAN,863,ORANG,2019
145,32,JAWA BARAT,3273,KOTA BANDUNG,3273190,CICENDO,32.73.06,CICENDO,UPT SUKARAJA,USIA PRODUKTIF,16555,ORANG,2019
146,32,JAWA BARAT,3273,KOTA BANDUNG,3273190,CICENDO,32.73.06,CICENDO,UPT SUKARAJA,USIA PRODUKTIF MENDAPAT PELAYANAN KESEHATAN,2828,ORANG,2019
147,32,JAWA BARAT,3273,KOTA BANDUNG,3273250,SUKASARI,32.73.01,SUKASARI,UPT SUKARASA,USIA PRODUKTIF,9136,ORANG,2019
148,32,JAWA BARAT,3273,KOTA BANDUNG,3273250,SUKASARI,32.73.01,SUKASARI,UPT SUKARASA,USIA PRODUKTIF MENDAPAT PELAYANAN KESEHATAN,937,ORANG,2019
149,32,JAWA BARAT,3273,KOTA BANDUNG,3273240,SUKAJADI,32.73.07,SUKAJADI,UPT SUKAWARNA,USIA PRODUKTIF,12745,ORANG,2019
150,32,JAWA BARAT,3273,KOTA BANDUNG,3273240,SUKAJADI,32.73.07,SUKAJADI,UPT SUKAWARNA,USIA PRODUKTIF MENDAPAT PELAYANAN KESEHATAN,2862,ORANG,2019
151,32,JAWA BARAT,3273,KOTA BANDUNG,3273070,LENGKONG,32.73.13,LENGKONG,UPT SURYALAYA,USIA PRODUKTIF,4454,ORANG,2019
152,32,JAWA BARAT,3273,KOTA BANDUNG,3273070,LENGKONG,32.73.13,LENGKONG,UPT SURYALAYA,USIA PRODUKTIF MENDAPAT PELAYANAN KESEHATAN,1423,ORANG,2019
153,32,JAWA BARAT,3273,KOTA BANDUNG,3273070,LENGKONG,32.73.13,LENGKONG,UPT TALAGABODAS,USIA PRODUKTIF,19107,ORANG,2019
154,32,JAWA BARAT,3273,KOTA BANDUNG,3273070,LENGKONG,32.73.13,LENGKONG,UPT TALAGABODAS,USIA PRODUKTIF MENDAPAT PELAYANAN KESEHATAN,2825,ORANG,2019
155,32,JAWA BARAT,3273,KOTA BANDUNG,3273200,BANDUNG WETAN,32.73.09,BANDUNG WETAN,UPT TAMANSARI,USIA PRODUKTIF,15921,ORANG,2019
156,32,JAWA BARAT,3273,KOTA BANDUNG,3273200,BANDUNG WETAN,32.73.09,BANDUNG WETAN,UPT TAMANSARI,USIA PRODUKTIF MENDAPAT PELAYANAN KESEHATAN,1231,ORANG,2019
157,32,JAWA BARAT,3273,KOTA BANDUNG,3273170,SUMUR BANDUNG,32.73.19,SUMUR BANDUNG,UPT TAMBLONG,USIA PRODUKTIF,19889,ORANG,2019
158,32,JAWA BARAT,3273,KOTA BANDUNG,3273170,SUMUR BANDUNG,32.73.19,SUMUR BANDUNG,UPT TAMBLONG,USIA PRODUKTIF MENDAPAT PELAYANAN KESEHATAN,3195,ORANG,2019
159,32,JAWA BARAT,3273,KOTA BANDUNG,3273120,UJUNG BERUNG,32.73.26,UJUNGBERUNG,UPT UJUNGBERUNG INDAH,USIA PRODUKTIF,47756,ORANG,2019
160,32,JAWA BARAT,3273,KOTA BANDUNG,3273120,UJUNG BERUNG,32.73.26,UJUNGBERUNG,UPT UJUNGBERUNG INDAH,USIA PRODUKTIF MENDAPAT PELAYANAN KESEHATAN,1900,ORANG,2019
161,32,JAWA BARAT,3273,KOTA BANDUNG,3273160,BATUNUNGGAL,32.73.12,BATUNUNGGAL,UPT AHMAD YANI,USIA PRODUKTIF,14916,ORANG,2020
162,32,JAWA BARAT,3273,KOTA BANDUNG,3273160,BATUNUNGGAL,32.73.12,BATUNUNGGAL,UPT AHMAD YANI,USIA PRODUKTIF MENDAPAT PELAYANAN KESEHATAN,555,ORANG,2020
163,32,JAWA BARAT,3273,KOTA BANDUNG,3273141,ANTAPANI,32.73.20,ANTAPANI,UPT ANTAPANI,USIA PRODUKTIF,19653,ORANG,2020
164,32,JAWA BARAT,3273,KOTA BANDUNG,3273141,ANTAPANI,32.73.20,ANTAPANI,UPT ANTAPANI,USIA PRODUKTIF MENDAPAT PELAYANAN KESEHATAN,470,ORANG,2020
165,32,JAWA BARAT,3273,KOTA BANDUNG,3273130,ARCAMANIK,32.73.24,ARCAMANIK,UPT ARCAMANIK,USIA PRODUKTIF,21979,ORANG,2020
166,32,JAWA BARAT,3273,KOTA BANDUNG,3273130,ARCAMANIK,32.73.24,ARCAMANIK,UPT ARCAMANIK,USIA PRODUKTIF MENDAPAT PELAYANAN KESEHATAN,1309,ORANG,2020
167,32,JAWA BARAT,3273,KOTA BANDUNG,3273050,ASTANAANYAR,32.73.10,ASTANA ANYAR,UPT ASTANAANYAR,USIA PRODUKTIF,32990,ORANG,2020
168,32,JAWA BARAT,3273,KOTA BANDUNG,3273050,ASTANAANYAR,32.73.10,ASTANA ANYAR,UPT ASTANAANYAR,USIA PRODUKTIF MENDAPAT PELAYANAN KESEHATAN,594,ORANG,2020
169,32,JAWA BARAT,3273,KOTA BANDUNG,3273150,KIARACONDONG,32.73.16,KIARACONDONG,UPT BABAKAN SURABAYA,USIA PRODUKTIF,25046,ORANG,2020
170,32,JAWA BARAT,3273,KOTA BANDUNG,3273150,KIARACONDONG,32.73.16,KIARACONDONG,UPT BABAKAN SURABAYA,USIA PRODUKTIF MENDAPAT PELAYANAN KESEHATAN,705,ORANG,2020
171,32,JAWA BARAT,3273,KOTA BANDUNG,3273030,BOJONGLOA KALER,32.73.04,BOJONGLOA KALER,UPT BABAKAN TAROGONG,USIA PRODUKTIF,7966,ORANG,2020
172,32,JAWA BARAT,3273,KOTA BANDUNG,3273030,BOJONGLOA KALER,32.73.04,BOJONGLOA KALER,UPT BABAKAN TAROGONG,USIA PRODUKTIF MENDAPAT PELAYANAN KESEHATAN,2243,ORANG,2020
173,32,JAWA BARAT,3273,KOTA BANDUNG,3273150,KIARACONDONG,32.73.16,KIARACONDONG,UPT BABAKANSARI,USIA PRODUKTIF,61242,ORANG,2020
174,32,JAWA BARAT,3273,KOTA BANDUNG,3273150,KIARACONDONG,32.73.16,KIARACONDONG,UPT BABAKANSARI,USIA PRODUKTIF MENDAPAT PELAYANAN KESEHATAN,3873,ORANG,2020
175,32,JAWA BARAT,3273,KOTA BANDUNG,3273180,ANDIR,32.73.05,ANDIR,UPT BABATAN,USIA PRODUKTIF,20160,ORANG,2020
176,32,JAWA BARAT,3273,KOTA BANDUNG,3273180,ANDIR,32.73.05,ANDIR,UPT BABATAN,USIA PRODUKTIF MENDAPAT PELAYANAN KESEHATAN,472,ORANG,2020
177,32,JAWA BARAT,3273,KOTA BANDUNG,3273170,SUMUR BANDUNG,32.73.19,SUMUR BANDUNG,UPT BALAIKOTA,USIA PRODUKTIF,5494,ORANG,2020
178,32,JAWA BARAT,3273,KOTA BANDUNG,3273170,SUMUR BANDUNG,32.73.19,SUMUR BANDUNG,UPT BALAIKOTA,USIA PRODUKTIF MENDAPAT PELAYANAN KESEHATAN,389,ORANG,2020
179,32,JAWA BARAT,3273,KOTA BANDUNG,3273020,BABAKAN CIPARAY,32.73.03,BABAKAN CIPARAY,UPT CARINGIN,USIA PRODUKTIF,36150,ORANG,2020
180,32,JAWA BARAT,3273,KOTA BANDUNG,3273020,BABAKAN CIPARAY,32.73.03,BABAKAN CIPARAY,UPT CARINGIN,USIA PRODUKTIF MENDAPAT PELAYANAN KESEHATAN,975,ORANG,2020
181,32,JAWA BARAT,3273,KOTA BANDUNG,3273101,GEDEBAGE,32.73.27,GEDEBAGE,UPT CEMPAKA ARUM,USIA PRODUKTIF,6256,ORANG,2020
182,32,JAWA BARAT,3273,KOTA BANDUNG,3273101,GEDEBAGE,32.73.27,GEDEBAGE,UPT CEMPAKA ARUM,USIA PRODUKTIF MENDAPAT PELAYANAN KESEHATAN,1108,ORANG,2020
183,32,JAWA BARAT,3273,KOTA BANDUNG,3273030,BOJONGLOA KALER,32.73.04,BOJONGLOA KALER,UPT CETARIP,USIA PRODUKTIF,12740,ORANG,2020
184,32,JAWA BARAT,3273,KOTA BANDUNG,3273030,BOJONGLOA KALER,32.73.04,BOJONGLOA KALER,UPT CETARIP,USIA PRODUKTIF MENDAPAT PELAYANAN KESEHATAN,1470,ORANG,2020
185,32,JAWA BARAT,3273,KOTA BANDUNG,3273040,BOJONGLOA KIDUL,32.73.17,BOJONGLOA KIDUL,UPT CIBADUYUT KIDUL,USIA PRODUKTIF,12466,ORANG,2020
186,32,JAWA BARAT,3273,KOTA BANDUNG,3273040,BOJONGLOA KIDUL,32.73.17,BOJONGLOA KIDUL,UPT CIBADUYUT KIDUL,USIA PRODUKTIF MENDAPAT PELAYANAN KESEHATAN,1578,ORANG,2020
187,32,JAWA BARAT,3273,KOTA BANDUNG,3273040,BOJONGLOA KIDUL,32.73.17,BOJONGLOA KIDUL,UPT CIBADUYUT WETAN,USIA PRODUKTIF,14368,ORANG,2020
188,32,JAWA BARAT,3273,KOTA BANDUNG,3273040,BOJONGLOA KIDUL,32.73.17,BOJONGLOA KIDUL,UPT CIBADUYUT WETAN,USIA PRODUKTIF MENDAPAT PELAYANAN KESEHATAN,1865,ORANG,2020
189,32,JAWA BARAT,3273,KOTA BANDUNG,3273110,CIBIRU,32.73.25,CIBIRU,UPT CIBIRU,USIA PRODUKTIF,10471,ORANG,2020
190,32,JAWA BARAT,3273,KOTA BANDUNG,3273110,CIBIRU,32.73.25,CIBIRU,UPT CIBIRU,USIA PRODUKTIF MENDAPAT PELAYANAN KESEHATAN,1022,ORANG,2020
191,32,JAWA BARAT,3273,KOTA BANDUNG,3273020,BABAKAN CIPARAY,32.73.03,BABAKAN CIPARAY,UPT CIBOLERANG,USIA PRODUKTIF,15383,ORANG,2020
192,32,JAWA BARAT,3273,KOTA BANDUNG,3273020,BABAKAN CIPARAY,32.73.03,BABAKAN CIPARAY,UPT CIBOLERANG,USIA PRODUKTIF MENDAPAT PELAYANAN KESEHATAN,900,ORANG,2020
193,32,JAWA BARAT,3273,KOTA BANDUNG,3273010,BANDUNG KULON,32.73.15,BANDUNG KULON,UPT CIBUNTU,USIA PRODUKTIF,32118,ORANG,2020
194,32,JAWA BARAT,3273,KOTA BANDUNG,3273010,BANDUNG KULON,32.73.15,BANDUNG KULON,UPT CIBUNTU,USIA PRODUKTIF MENDAPAT PELAYANAN KESEHATAN,2790,ORANG,2020
195,32,JAWA BARAT,3273,KOTA BANDUNG,3273220,CIBEUNYING KALER,32.73.18,CIBEUNYING KALER,UPT CIGADUNG,USIA PRODUKTIF,20825,ORANG,2020
196,32,JAWA BARAT,3273,KOTA BANDUNG,3273220,CIBEUNYING KALER,32.73.18,CIBEUNYING KALER,UPT CIGADUNG,USIA PRODUKTIF MENDAPAT PELAYANAN KESEHATAN,787,ORANG,2020
197,32,JAWA BARAT,3273,KOTA BANDUNG,3273010,BANDUNG KULON,32.73.15,BANDUNG KULON,UPT CIGONDEWAH,USIA PRODUKTIF,26009,ORANG,2020
198,32,JAWA BARAT,3273,KOTA BANDUNG,3273010,BANDUNG KULON,32.73.15,BANDUNG KULON,UPT CIGONDEWAH,USIA PRODUKTIF MENDAPAT PELAYANAN KESEHATAN,478,ORANG,2020
199,32,JAWA BARAT,3273,KOTA BANDUNG,3273070,LENGKONG,32.73.13,LENGKONG,UPT CIJAGRA BARU,USIA PRODUKTIF,7679,ORANG,2020
200,32,JAWA BARAT,3273,KOTA BANDUNG,3273070,LENGKONG,32.73.13,LENGKONG,UPT CIJAGRA BARU,USIA PRODUKTIF MENDAPAT PELAYANAN KESEHATAN,361,ORANG,2020
201,32,JAWA BARAT,3273,KOTA BANDUNG,3273070,LENGKONG,32.73.13,LENGKONG,UPT CIJAGRA LAMA,USIA PRODUKTIF,16998,ORANG,2020
202,32,JAWA BARAT,3273,KOTA BANDUNG,3273070,LENGKONG,32.73.13,LENGKONG,UPT CIJAGRA LAMA,USIA PRODUKTIF MENDAPAT PELAYANAN KESEHATAN,1292,ORANG,2020
203,32,JAWA BARAT,3273,KOTA BANDUNG,3273010,BANDUNG KULON,32.73.15,BANDUNG KULON,UPT CIJERAH,USIA PRODUKTIF,30790,ORANG,2020
204,32,JAWA BARAT,3273,KOTA BANDUNG,3273010,BANDUNG KULON,32.73.15,BANDUNG KULON,UPT CIJERAH,USIA PRODUKTIF MENDAPAT PELAYANAN KESEHATAN,539,ORANG,2020
205,32,JAWA BARAT,3273,KOTA BANDUNG,3273230,COBLONG,32.73.02,COBLONG,UPT CIKUTRA LAMA,USIA PRODUKTIF,17485,ORANG,2020
206,32,JAWA BARAT,3273,KOTA BANDUNG,3273230,COBLONG,32.73.02,COBLONG,UPT CIKUTRA LAMA,USIA PRODUKTIF MENDAPAT PELAYANAN KESEHATAN,2988,ORANG,2020
207,32,JAWA BARAT,3273,KOTA BANDUNG,3273110,CIBIRU,32.73.25,CIBIRU,UPT CILENGKRANG,USIA PRODUKTIF,8746,ORANG,2020
208,32,JAWA BARAT,3273,KOTA BANDUNG,3273110,CIBIRU,32.73.25,CIBIRU,UPT CILENGKRANG,USIA PRODUKTIF MENDAPAT PELAYANAN KESEHATAN,849,ORANG,2020
209,32,JAWA BARAT,3273,KOTA BANDUNG,3273121,CINAMBO,32.73.29,CINAMBO,UPT CINAMBO,USIA PRODUKTIF,16779,ORANG,2020
210,32,JAWA BARAT,3273,KOTA BANDUNG,3273121,CINAMBO,32.73.29,CINAMBO,UPT CINAMBO,USIA PRODUKTIF MENDAPAT PELAYANAN KESEHATAN,4987,ORANG,2020
211,32,JAWA BARAT,3273,KOTA BANDUNG,3273110,CIBIRU,32.73.25,CIBIRU,UPT CIPADUNG,USIA PRODUKTIF,29418,ORANG,2020
212,32,JAWA BARAT,3273,KOTA BANDUNG,3273110,CIBIRU,32.73.25,CIBIRU,UPT CIPADUNG,USIA PRODUKTIF MENDAPAT PELAYANAN KESEHATAN,578,ORANG,2020
213,32,JAWA BARAT,3273,KOTA BANDUNG,3273260,CIDADAP,32.73.08,CIDADAP,UPT CIPAKU,USIA PRODUKTIF,6986,ORANG,2020
214,32,JAWA BARAT,3273,KOTA BANDUNG,3273260,CIDADAP,32.73.08,CIDADAP,UPT CIPAKU,USIA PRODUKTIF MENDAPAT PELAYANAN KESEHATAN,966,ORANG,2020
215,32,JAWA BARAT,3273,KOTA BANDUNG,3273100,RANCASARI,32.73.23,RANCASARI,UPT CIPAMOKOLAN,USIA PRODUKTIF,29874,ORANG,2020
216,32,JAWA BARAT,3273,KOTA BANDUNG,3273100,RANCASARI,32.73.23,RANCASARI,UPT CIPAMOKOLAN,USIA PRODUKTIF MENDAPAT PELAYANAN KESEHATAN,1483,ORANG,2020
217,32,JAWA BARAT,3273,KOTA BANDUNG,3273260,CIDADAP,32.73.08,CIDADAP,UPT CIUMBULEUIT,USIA PRODUKTIF,28290,ORANG,2020
218,32,JAWA BARAT,3273,KOTA BANDUNG,3273260,CIDADAP,32.73.08,CIDADAP,UPT CIUMBULEUIT,USIA PRODUKTIF MENDAPAT PELAYANAN KESEHATAN,1086,ORANG,2020
219,32,JAWA BARAT,3273,KOTA BANDUNG,3273230,COBLONG,32.73.02,COBLONG,UPT DAGO,USIA PRODUKTIF,32622,ORANG,2020
220,32,JAWA BARAT,3273,KOTA BANDUNG,3273230,COBLONG,32.73.02,COBLONG,UPT DAGO,USIA PRODUKTIF MENDAPAT PELAYANAN KESEHATAN,2090,ORANG,2020
221,32,JAWA BARAT,3273,KOTA BANDUNG,3273100,RANCASARI,32.73.23,RANCASARI,UPT DERWATI,USIA PRODUKTIF,24977,ORANG,2020
222,32,JAWA BARAT,3273,KOTA BANDUNG,3273100,RANCASARI,32.73.23,RANCASARI,UPT DERWATI,USIA PRODUKTIF MENDAPAT PELAYANAN KESEHATAN,1068,ORANG,2020
223,32,JAWA BARAT,3273,KOTA BANDUNG,3273180,ANDIR,32.73.05,ANDIR,UPT GARUDA,USIA PRODUKTIF,44682,ORANG,2020
224,32,JAWA BARAT,3273,KOTA BANDUNG,3273180,ANDIR,32.73.05,ANDIR,UPT GARUDA,USIA PRODUKTIF MENDAPAT PELAYANAN KESEHATAN,908,ORANG,2020
225,32,JAWA BARAT,3273,KOTA BANDUNG,3273142,MANDALAJATI,32.73.30,MANDALAJATI,UPT GIRIMANDE,USIA PRODUKTIF,7410,ORANG,2020
226,32,JAWA BARAT,3273,KOTA BANDUNG,3273142,MANDALAJATI,32.73.30,MANDALAJATI,UPT GIRIMANDE,USIA PRODUKTIF MENDAPAT PELAYANAN KESEHATAN,354,ORANG,2020
227,32,JAWA BARAT,3273,KOTA BANDUNG,3273141,ANTAPANI,32.73.20,ANTAPANI,UPT GRIYA ANTAPANI,USIA PRODUKTIF,15228,ORANG,2020
228,32,JAWA BARAT,3273,KOTA BANDUNG,3273141,ANTAPANI,32.73.20,ANTAPANI,UPT GRIYA ANTAPANI,USIA PRODUKTIF MENDAPAT PELAYANAN KESEHATAN,652,ORANG,2020
229,32,JAWA BARAT,3273,KOTA BANDUNG,3273160,BATUNUNGGAL,32.73.12,BATUNUNGGAL,UPT GUMURUH,USIA PRODUKTIF,36719,ORANG,2020
230,32,JAWA BARAT,3273,KOTA BANDUNG,3273160,BATUNUNGGAL,32.73.12,BATUNUNGGAL,UPT GUMURUH,USIA PRODUKTIF MENDAPAT PELAYANAN KESEHATAN,2250,ORANG,2020
231,32,JAWA BARAT,3273,KOTA BANDUNG,3273160,BATUNUNGGAL,32.73.12,BATUNUNGGAL,UPT IBRAHIM ADJIE,USIA PRODUKTIF,28774,ORANG,2020
232,32,JAWA BARAT,3273,KOTA BANDUNG,3273160,BATUNUNGGAL,32.73.12,BATUNUNGGAL,UPT IBRAHIM ADJIE,USIA PRODUKTIF MENDAPAT PELAYANAN KESEHATAN,8324,ORANG,2020
233,32,JAWA BARAT,3273,KOTA BANDUNG,3273141,ANTAPANI,32.73.20,ANTAPANI,UPT JAJAWAY,USIA PRODUKTIF,16772,ORANG,2020
234,32,JAWA BARAT,3273,KOTA BANDUNG,3273141,ANTAPANI,32.73.20,ANTAPANI,UPT JAJAWAY,USIA PRODUKTIF MENDAPAT PELAYANAN KESEHATAN,472,ORANG,2020
235,32,JAWA BARAT,3273,KOTA BANDUNG,3273142,MANDALAJATI,32.73.30,MANDALAJATI,UPT JATIHANDAP,USIA PRODUKTIF,6796,ORANG,2020
236,32,JAWA BARAT,3273,KOTA BANDUNG,3273142,MANDALAJATI,32.73.30,MANDALAJATI,UPT JATIHANDAP,USIA PRODUKTIF MENDAPAT PELAYANAN KESEHATAN,607,ORANG,2020
237,32,JAWA BARAT,3273,KOTA BANDUNG,3273250,SUKASARI,32.73.01,SUKASARI,UPT KARANGSETRA,USIA PRODUKTIF,15165,ORANG,2020
238,32,JAWA BARAT,3273,KOTA BANDUNG,3273250,SUKASARI,32.73.01,SUKASARI,UPT KARANGSETRA,USIA PRODUKTIF MENDAPAT PELAYANAN KESEHATAN,1451,ORANG,2020
239,32,JAWA BARAT,3273,KOTA BANDUNG,3273040,BOJONGLOA KIDUL,32.73.17,BOJONGLOA KIDUL,UPT KOPO,USIA PRODUKTIF,29656,ORANG,2020
240,32,JAWA BARAT,3273,KOTA BANDUNG,3273040,BOJONGLOA KIDUL,32.73.17,BOJONGLOA KIDUL,UPT KOPO,USIA PRODUKTIF MENDAPAT PELAYANAN KESEHATAN,1108,ORANG,2020
241,32,JAWA BARAT,3273,KOTA BANDUNG,3273080,BANDUNG KIDUL,32.73.21,BANDUNG KIDUL,UPT KUJANG SARI,USIA PRODUKTIF,27085,ORANG,2020
242,32,JAWA BARAT,3273,KOTA BANDUNG,3273080,BANDUNG KIDUL,32.73.21,BANDUNG KIDUL,UPT KUJANG SARI,USIA PRODUKTIF MENDAPAT PELAYANAN KESEHATAN,1817,ORANG,2020
243,32,JAWA BARAT,3273,KOTA BANDUNG,3273250,SUKASARI,32.73.01,SUKASARI,UPT LEDENG,USIA PRODUKTIF,8802,ORANG,2020
244,32,JAWA BARAT,3273,KOTA BANDUNG,3273250,SUKASARI,32.73.01,SUKASARI,UPT LEDENG,USIA PRODUKTIF MENDAPAT PELAYANAN KESEHATAN,571,ORANG,2020
245,32,JAWA BARAT,3273,KOTA BANDUNG,3273050,ASTANAANYAR,32.73.10,ASTANA ANYAR,UPT LIOGENTENG,USIA PRODUKTIF,29834,ORANG,2020
246,32,JAWA BARAT,3273,KOTA BANDUNG,3273050,ASTANAANYAR,32.73.10,ASTANA ANYAR,UPT LIOGENTENG,USIA PRODUKTIF MENDAPAT PELAYANAN KESEHATAN,677,ORANG,2020
247,32,JAWA BARAT,3273,KOTA BANDUNG,3273142,MANDALAJATI,32.73.30,MANDALAJATI,UPT MANDALA MEKAR,USIA PRODUKTIF,10194,ORANG,2020
248,32,JAWA BARAT,3273,KOTA BANDUNG,3273142,MANDALAJATI,32.73.30,MANDALAJATI,UPT MANDALA MEKAR,USIA PRODUKTIF MENDAPAT PELAYANAN KESEHATAN,686,ORANG,2020
249,32,JAWA BARAT,3273,KOTA BANDUNG,3273090,BUAHBATU,32.73.22,BUAHBATU,UPT MARGAHAYU RAYA,USIA PRODUKTIF,44293,ORANG,2020
250,32,JAWA BARAT,3273,KOTA BANDUNG,3273090,BUAHBATU,32.73.22,BUAHBATU,UPT MARGAHAYU RAYA,USIA PRODUKTIF MENDAPAT PELAYANAN KESEHATAN,3387,ORANG,2020
251,32,JAWA BARAT,3273,KOTA BANDUNG,3273080,BANDUNG KIDUL,32.73.21,BANDUNG KIDUL,UPT MENGGER,USIA PRODUKTIF,7415,ORANG,2020
252,32,JAWA BARAT,3273,KOTA BANDUNG,3273080,BANDUNG KIDUL,32.73.21,BANDUNG KIDUL,UPT MENGGER,USIA PRODUKTIF MENDAPAT PELAYANAN KESEHATAN,824,ORANG,2020
253,32,JAWA BARAT,3273,KOTA BANDUNG,3273060,REGOL,32.73.11,REGOL,UPT MOCH. RAMDAN,USIA PRODUKTIF,23517,ORANG,2020
254,32,JAWA BARAT,3273,KOTA BANDUNG,3273060,REGOL,32.73.11,REGOL,UPT MOCH. RAMDAN,USIA PRODUKTIF MENDAPAT PELAYANAN KESEHATAN,728,ORANG,2020
255,32,JAWA BARAT,3273,KOTA BANDUNG,3273220,CIBEUNYING KALER,32.73.18,CIBEUNYING KALER,UPT NEGLASARI,USIA PRODUKTIF,25394,ORANG,2020
256,32,JAWA BARAT,3273,KOTA BANDUNG,3273220,CIBEUNYING KALER,32.73.18,CIBEUNYING KALER,UPT NEGLASARI,USIA PRODUKTIF MENDAPAT PELAYANAN KESEHATAN,1009,ORANG,2020
257,32,JAWA BARAT,3273,KOTA BANDUNG,3273210,CIBEUNYING KIDUL,32.73.14,CIBEUNYING KIDUL,UPT PADASUKA,USIA PRODUKTIF,44399,ORANG,2020
258,32,JAWA BARAT,3273,KOTA BANDUNG,3273210,CIBEUNYING KIDUL,32.73.14,CIBEUNYING KIDUL,UPT PADASUKA,USIA PRODUKTIF MENDAPAT PELAYANAN KESEHATAN,746,ORANG,2020
259,32,JAWA BARAT,3273,KOTA BANDUNG,3273050,ASTANAANYAR,32.73.10,ASTANA ANYAR,UPT PAGARSIH,USIA PRODUKTIF,22231,ORANG,2020
260,32,JAWA BARAT,3273,KOTA BANDUNG,3273050,ASTANAANYAR,32.73.10,ASTANA ANYAR,UPT PAGARSIH,USIA PRODUKTIF MENDAPAT PELAYANAN KESEHATAN,2177,ORANG,2020
261,32,JAWA BARAT,3273,KOTA BANDUNG,3273142,MANDALAJATI,32.73.30,MANDALAJATI,UPT PAMULANG,USIA PRODUKTIF,4631,ORANG,2020
262,32,JAWA BARAT,3273,KOTA BANDUNG,3273142,MANDALAJATI,32.73.30,MANDALAJATI,UPT PAMULANG,USIA PRODUKTIF MENDAPAT PELAYANAN KESEHATAN,877,ORANG,2020
263,32,JAWA BARAT,3273,KOTA BANDUNG,3273111,PANYILEUKAN,32.73.28,PANYILEUKAN,UPT PANGHEGAR,USIA PRODUKTIF,16220,ORANG,2020
264,32,JAWA BARAT,3273,KOTA BANDUNG,3273111,PANYILEUKAN,32.73.28,PANYILEUKAN,UPT PANGHEGAR,USIA PRODUKTIF MENDAPAT PELAYANAN KESEHATAN,997,ORANG,2020
265,32,JAWA BARAT,3273,KOTA BANDUNG,3273111,PANYILEUKAN,32.73.28,PANYILEUKAN,UPT PANYILEUKAN,USIA PRODUKTIF,10801,ORANG,2020
266,32,JAWA BARAT,3273,KOTA BANDUNG,3273111,PANYILEUKAN,32.73.28,PANYILEUKAN,UPT PANYILEUKAN,USIA PRODUKTIF MENDAPAT PELAYANAN KESEHATAN,644,ORANG,2020
267,32,JAWA BARAT,3273,KOTA BANDUNG,3273080,BANDUNG KIDUL,32.73.21,BANDUNG KIDUL,UPT PASAWAHAN,USIA PRODUKTIF,5469,ORANG,2020
268,32,JAWA BARAT,3273,KOTA BANDUNG,3273080,BANDUNG KIDUL,32.73.21,BANDUNG KIDUL,UPT PASAWAHAN,USIA PRODUKTIF MENDAPAT PELAYANAN KESEHATAN,409,ORANG,2020
269,32,JAWA BARAT,3273,KOTA BANDUNG,3273120,UJUNG BERUNG,32.73.26,UJUNGBERUNG,UPT PASIRJATI,USIA PRODUKTIF,24358,ORANG,2020
270,32,JAWA BARAT,3273,KOTA BANDUNG,3273120,UJUNG BERUNG,32.73.26,UJUNGBERUNG,UPT PASIRJATI,USIA PRODUKTIF MENDAPAT PELAYANAN KESEHATAN,1195,ORANG,2020
271,32,JAWA BARAT,3273,KOTA BANDUNG,3273190,CICENDO,32.73.06,CICENDO,UPT PASIRKALIKI,USIA PRODUKTIF,47329,ORANG,2020
272,32,JAWA BARAT,3273,KOTA BANDUNG,3273190,CICENDO,32.73.06,CICENDO,UPT PASIRKALIKI,USIA PRODUKTIF MENDAPAT PELAYANAN KESEHATAN,3000,ORANG,2020
273,32,JAWA BARAT,3273,KOTA BANDUNG,3273210,CIBEUNYING KIDUL,32.73.14,CIBEUNYING KIDUL,UPT PASIRLAYUNG,USIA PRODUKTIF,29487,ORANG,2020
